IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP19;IP_PROP20;IP_PROP22;IP_PROP23;IP_PROP55;IP_PROP24;IP_PROP34;IP_PROP21;IC_GROUP0;IC_GROUP1;IC_GROUP2
1119;Комплект брючный вязаный Кимоно - Олива, 40-52;1119;Y;;;;;text;;;text;;500;;1109;BC002374;;;;;/upload/main/e2c/1f71958ujs0ad2wp7t2th22aacozbkhy.jpg;green;;;
1120;Комплект брючный вязаный Кимоно - Серый, 40-52;1120;Y;;;;;text;;;text;;500;;1109;BC002374;;;;;/upload/main/e2c/1f71958ujs0ad2wp7t2th22aacozbkhy.jpg;green;;;
1122;Комплект брючный вязаный с V вырезом из премиального хлопка - Белый, 40-46;1122;Y;;;;;text;;;text;;500;;1121;BC002410;;;;;/upload/main/55e/k95k4klvuqsux83h0a4ohxh7sb07cuj2.jpeg;green;;;
1123;Комплект брючный вязаный с V вырезом из премиального хлопка - Лазурный, 40-46;1123;Y;;;;;text;;;text;;500;;1121;BC002410;;;;;/upload/main/55e/k95k4klvuqsux83h0a4ohxh7sb07cuj2.jpeg;green;;;
1124;Комплект брючный вязаный с V вырезом из премиального хлопка - Фуксия, 40-46;1124;Y;;;;;text;;;text;;500;;1121;BC002410;;;;;/upload/main/55e/k95k4klvuqsux83h0a4ohxh7sb07cuj2.jpeg;green;;;
1126;Комплект брючный вязаный с удлинённым  худи - 40-46, Серый;1126;Y;;;;;text;;;text;;500;;1125;BC002353;;;;;/upload/main/214/5h4zuy5i36x31n3okiig84i93qy12r4m.jpg;green;;;
1127;Комплект брючный вязаный с удлинённым  худи - 40-46, Молочный;1127;Y;;;;;text;;;text;;500;;1125;BC002353;;;;;/upload/main/214/5h4zuy5i36x31n3okiig84i93qy12r4m.jpg;green;;;
1129;Комплект брючный вязаный с укороченным худи - 40-46, Серый;1129;Y;;;;;text;;;text;;500;;1128;BC002442;;;;;/upload/main/109/gdzkl7pxu3h7303f7z4w06a7rehe4q1a.jpg;green;;;
1130;Комплект брючный вязаный с укороченным худи - 40-46, Молочный;1130;Y;;;;;text;;;text;;500;;1128;BC002442;;;;;/upload/main/109/gdzkl7pxu3h7303f7z4w06a7rehe4q1a.jpg;green;;;
1132;Комплект брючный вязаный с худи из хлопка - 40-46, Голубой;1132;Y;;;;;text;;;text;;500;;1131;BC002337;;;;;/upload/main/6a5/3nspnxvkas8uqzqc9yl20jbxkkcm7kz8.jpg;green;;;
1133;Комплект брючный вязаный с худи из хлопка - 40-46, Молочный;1133;Y;;;;;text;;;text;;500;;1131;BC002337;;;;;/upload/main/6a5/3nspnxvkas8uqzqc9yl20jbxkkcm7kz8.jpg;green;;;
1135;Комплект брючный из хлопка Rita - Зеленый, 40-48;1135;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1136;Комплект брючный из хлопка Rita - Голубой, 40-48;1136;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1137;Комплект брючный из хлопка Rita - Молочный, 40-48;1137;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1138;Комплект брючный из хлопка Rita - Песок, 40-48;1138;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1139;Комплект брючный из хлопка Rita - Желтый, 40-48;1139;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1140;Комплект брючный из хлопка Rita - Серый, 40-48;1140;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1141;Комплект брючный из хлопка Rita - Темная фуксия, 40-48;1141;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1142;Комплект брючный из хлопка Rita - Фуксия, 40-48;1142;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1143;Комплект брючный из хлопка Rita - Бабл - Гам, 40-48;1143;Y;;;;;text;;;text;;500;;1134;BC002302;;;;;/upload/main/0d3/eqgk06ngr1gdj1g53gn9my5dpsvob8ec.jpg;green;;;
1145;Комплект брючный с поло Marsel - 42-46, Голубой;1145;Y;;;;;text;;;text;;500;;1144;BC002425;;;;;/upload/main/02f/hn2p73wu9qdl2x3a2uwlen92xu3fddjv.jpg;green;;;
1146;Комплект брючный с поло Marsel - 42-46, Мята;1146;Y;;;;;text;;;text;;500;;1144;BC002425;;;;;/upload/main/02f/hn2p73wu9qdl2x3a2uwlen92xu3fddjv.jpg;green;;;
1147;Комплект брючный с поло Marsel - 42-46, Шоколад;1147;Y;;;;;text;;;text;;500;;1144;BC002425;;;;;/upload/main/02f/hn2p73wu9qdl2x3a2uwlen92xu3fddjv.jpg;green;;;
1148;Комплект брючный с поло Marsel - 42-46, Белый;1148;Y;;;;;text;;;text;;500;;1144;BC002425;;;;;/upload/main/02f/hn2p73wu9qdl2x3a2uwlen92xu3fddjv.jpg;green;;;
1149;Комплект брючный с поло Marsel - 42-46, Песок;1149;Y;;;;;text;;;text;;500;;1144;BC002425;;;;;/upload/main/02f/hn2p73wu9qdl2x3a2uwlen92xu3fddjv.jpg;green;;;
1151;Комплект вязаный из полушерсти Rita с брюками - Голубой, 40-46;1151;Y;;;;;text;;;text;;500;;1150;BC002392;;;;;/upload/main/378/j7dn0b9y7qaab2x2ukqh0q11cwf53ynh.jpg;green;;;
1152;Комплект вязаный из полушерсти Rita с брюками - Песок, 40-46;1152;Y;;;;;text;;;text;;500;;1150;BC002392;;;;;/upload/main/378/j7dn0b9y7qaab2x2ukqh0q11cwf53ynh.jpg;green;;;
1153;Комплект вязаный из полушерсти Rita с брюками - Серый, 40-46;1153;Y;;;;;text;;;text;;500;;1150;BC002392;;;;;/upload/main/378/j7dn0b9y7qaab2x2ukqh0q11cwf53ynh.jpg;green;;;
1154;Комплект вязаный из полушерсти Rita с брюками - Белый, 40-46;1154;Y;;;;;text;;;text;;500;;1150;BC002392;;;;;/upload/main/378/j7dn0b9y7qaab2x2ukqh0q11cwf53ynh.jpg;green;;;
1155;Комплект вязаный из полушерсти Rita с брюками - Свет.бежевый, 40-46;1155;Y;;;;;text;;;text;;500;;1150;BC002392;;;;;/upload/main/378/j7dn0b9y7qaab2x2ukqh0q11cwf53ynh.jpg;green;;;
1157;Комплект вязаный из шерсти кардиган и юбка Rita - Голубой, 40-48;1157;Y;;;;;text;;;text;;500;;1156;BC002377;;;;;/upload/main/e47/y0mfv11z3w5fx1gyozxer2t3m7ldhsgx.jpg;green;;;
1158;Комплект вязаный из шерсти кардиган и юбка Rita - Молочный, 40-48;1158;Y;;;;;text;;;text;;500;;1156;BC002377;;;;;/upload/main/e47/y0mfv11z3w5fx1gyozxer2t3m7ldhsgx.jpg;green;;;
1159;Комплект вязаный из шерсти кардиган и юбка Rita - Песок, 40-48;1159;Y;;;;;text;;;text;;500;;1156;BC002377;;;;;/upload/main/e47/y0mfv11z3w5fx1gyozxer2t3m7ldhsgx.jpg;green;;;
1160;Комплект вязаный из шерсти кардиган и юбка Rita - Серый, 40-48;1160;Y;;;;;text;;;text;;500;;1156;BC002377;;;;;/upload/main/e47/y0mfv11z3w5fx1gyozxer2t3m7ldhsgx.jpg;green;;;
1161;Комплект вязаный из шерсти кардиган и юбка Rita - Графит, 40-48;1161;Y;;;;;text;;;text;;500;;1156;BC002377;;;;;/upload/main/e47/y0mfv11z3w5fx1gyozxer2t3m7ldhsgx.jpg;green;;;
1162;Комплект вязаный из шерсти кардиган и юбка Rita - Свет.бежевый, 40-48;1162;Y;;;;;text;;;text;;500;;1156;BC002377;;;;;/upload/main/e47/y0mfv11z3w5fx1gyozxer2t3m7ldhsgx.jpg;green;;;
1164;Комплект вязаный с жилетом и брюками - Серый, 40-50;1164;Y;;;;;text;;;text;;500;;1163;BC002346;;;;;/upload/main/42b/4sg9n205toftb1s8kbc8jdih7o91p7l4.jpg;green;;;
1165;Комплект вязаный с жилетом и брюками - Черный, 40-50;1165;Y;;;;;text;;;text;;500;;1163;BC002346;;;;;/upload/main/42b/4sg9n205toftb1s8kbc8jdih7o91p7l4.jpg;green;;;
1166;Комплект вязаный с жилетом и брюками - Песок, 40-50;1166;Y;;;;;text;;;text;;500;;1163;BC002346;;;;;/upload/main/42b/4sg9n205toftb1s8kbc8jdih7o91p7l4.jpg;green;;;
1167;Комплект вязаный с жилетом и брюками - Молочный, 40-50;1167;Y;;;;;text;;;text;;500;;1163;BC002346;;;;;/upload/main/42b/4sg9n205toftb1s8kbc8jdih7o91p7l4.jpg;green;;;
1168;Комплект вязаный с жилетом и брюками - Бирюза, 40-50;1168;Y;;;;;text;;;text;;500;;1163;BC002346;;;;;/upload/main/42b/4sg9n205toftb1s8kbc8jdih7o91p7l4.jpg;green;;;
1170;Комплект вязаный с жилетом и юбкой - Свет.бежевый, 42-46;1170;Y;;;;;text;;;text;;500;;1169;BC002443;;;;;/upload/main/5c6/rw0vfj20enx6b35mrr37kbua139ahsai.jpg;green;;;
1171;Комплект вязаный с жилетом и юбкой - Мята, 42-46;1171;Y;;;;;text;;;text;;500;;1169;BC002443;;;;;/upload/main/5c6/rw0vfj20enx6b35mrr37kbua139ahsai.jpg;green;;;
1172;Комплект вязаный с жилетом и юбкой - Песок, 42-46;1172;Y;;;;;text;;;text;;500;;1169;BC002443;;;;;/upload/main/5c6/rw0vfj20enx6b35mrr37kbua139ahsai.jpg;green;;;
1173;Комплект вязаный с жилетом и юбкой - Серый, 42-46;1173;Y;;;;;text;;;text;;500;;1169;BC002443;;;;;/upload/main/5c6/rw0vfj20enx6b35mrr37kbua139ahsai.jpg;green;;;
1175;Комплект вязаный с юбкой и кроп-топом - Голубой, 40-46;1175;Y;;;;;text;;;text;;500;;1174;BC0023055;;;;;/upload/main/0e4/5gasc9hg75e858a63n4gydj5lp8wp62c.jpeg;green;;;
1176;Комплект вязаный с юбкой и кроп-топом - Молочный, 40-46;1176;Y;;;;;text;;;text;;500;;1174;BC0023055;;;;;/upload/main/0e4/5gasc9hg75e858a63n4gydj5lp8wp62c.jpeg;green;;;
1177;Комплект вязаный с юбкой и кроп-топом - Песок, 40-46;1177;Y;;;;;text;;;text;;500;;1174;BC0023055;;;;;/upload/main/0e4/5gasc9hg75e858a63n4gydj5lp8wp62c.jpeg;green;;;
1178;Комплект вязаный с юбкой и кроп-топом - Фуксия, 40-46;1178;Y;;;;;text;;;text;;500;;1174;BC0023055;;;;;/upload/main/0e4/5gasc9hg75e858a63n4gydj5lp8wp62c.jpeg;green;;;
1179;Комплект вязаный с юбкой и кроп-топом - Хаки, 40-46;1179;Y;;;;;text;;;text;;500;;1174;BC0023055;;;;;/upload/main/0e4/5gasc9hg75e858a63n4gydj5lp8wp62c.jpeg;green;;;
1180;Комплект вязаный с юбкой и кроп-топом - Белый, 40-46;1180;Y;;;;;text;;;text;;500;;1174;BC0023055;;;;;/upload/main/0e4/5gasc9hg75e858a63n4gydj5lp8wp62c.jpeg;green;;;
1181;Комплект вязаный с юбкой и кроп-топом - Желтый, 40-46;1181;Y;;;;;text;;;text;;500;;1174;BC0023055;;;;;/upload/main/0e4/5gasc9hg75e858a63n4gydj5lp8wp62c.jpeg;green;;;
1183;Комплект из премиального хлопка с шортами BOSTON - Белый, 42-48;1183;Y;;;;;text;;;text;;500;;1182;BC0023011;;;;;/upload/main/327/08p2o3dcz6qk8bhu20cl5zi4kpbfwnwp.jpg;green;;;
1184;Комплект из премиального хлопка с шортами BOSTON - Лазурный, 42-48;1184;Y;;;;;text;;;text;;500;;1182;BC0023011;;;;;/upload/main/327/08p2o3dcz6qk8bhu20cl5zi4kpbfwnwp.jpg;green;;;
1185;Комплект из премиального хлопка с шортами BOSTON - Фуксия, 42-48;1185;Y;;;;;text;;;text;;500;;1182;BC0023011;;;;;/upload/main/327/08p2o3dcz6qk8bhu20cl5zi4kpbfwnwp.jpg;green;;;
1187;Комплект из премиального хлопка с шортами и футболкой POLO - Белый, 42-46;1187;Y;;;;;text;;;text;;500;;1186;BC002309а-1;;;;;/upload/iblock/978/w40u02od3d29z23i0hocwb16walf08n1.jpg;green;;;
1188;Комплект из премиального хлопка с шортами и футболкой POLO - Лазурный, 42-46;1188;Y;;;;;text;;;text;;500;;1186;BC002309а-1;;;;;/upload/iblock/978/w40u02od3d29z23i0hocwb16walf08n1.jpg;green;;;
1189;Комплект из премиального хлопка с шортами и футболкой POLO - Фуксия, 42-46;1189;Y;;;;;text;;;text;;500;;1186;BC002309а-1;;;;;/upload/iblock/978/w40u02od3d29z23i0hocwb16walf08n1.jpg;green;;;
1191;Комплект из хлопка с футболкой  POLO  и шортами - Молочный, 42-46;1191;Y;;;;;text;;;text;;500;;1190;BC002408;;;;;/upload/iblock/d85/yo3te5ruishrk0nfvf2g93bwkv6p06tk.jpg;green;;;
1192;Комплект из хлопка с футболкой  POLO  и шортами - Песок, 42-46;1192;Y;;;;;text;;;text;;500;;1190;BC002408;;;;;/upload/iblock/d85/yo3te5ruishrk0nfvf2g93bwkv6p06tk.jpg;green;;;
1194;Комплект с брюками вязаный в мелкий рубчик Street - 40-46, Молочный;1194;Y;;;;;text;;;text;;500;;1193;BC002300;;;;;/upload/main/032/2hy78mf0goxk1bsau8qzpllsg3q2uu7q.jpeg;green;;;
1195;Комплект с брюками вязаный в мелкий рубчик Street - 40-46, Черный;1195;Y;;;;;text;;;text;;500;;1193;BC002300;;;;;/upload/main/032/2hy78mf0goxk1bsau8qzpllsg3q2uu7q.jpeg;green;;;
1196;Комплект с брюками вязаный в мелкий рубчик Street - 40-46, Голубой;1196;Y;;;;;text;;;text;;500;;1193;BC002300;;;;;/upload/main/032/2hy78mf0goxk1bsau8qzpllsg3q2uu7q.jpeg;green;;;
1197;Комплект с брюками вязаный в мелкий рубчик Street - 40-46, Песок;1197;Y;;;;;text;;;text;;500;;1193;BC002300;;;;;/upload/main/032/2hy78mf0goxk1bsau8qzpllsg3q2uu7q.jpeg;green;;;
1199;Комплект с брюками из премиального хлопка с воротом - Олива, 40-46;1199;Y;;;;;text;;;text;;500;;1198;BC002414;;;;;/upload/main/d55/6yz9xc1eoawk068lwlhlnlo42kk7ixi3.jpg;green;;;
1200;Комплект с брюками из премиального хлопка с воротом - Шоколад, 40-46;1200;Y;;;;;text;;;text;;500;;1198;BC002414;;;;;/upload/main/d55/6yz9xc1eoawk068lwlhlnlo42kk7ixi3.jpg;green;;;
1201;Комплект с брюками из премиального хлопка с воротом - Жемчужный, 40-46;1201;Y;;;;;text;;;text;;500;;1198;BC002414;;;;;/upload/main/d55/6yz9xc1eoawk068lwlhlnlo42kk7ixi3.jpg;green;;;
1202;Комплект с брюками из премиального хлопка с воротом - Фуксия, 40-46;1202;Y;;;;;text;;;text;;500;;1198;BC002414;;;;;/upload/main/d55/6yz9xc1eoawk068lwlhlnlo42kk7ixi3.jpg;green;;;
1204;Комплект с юбкой из перфорированного трикотажа - Белый, 40-46;1204;Y;;;;;text;;;text;;500;;1203;BC002312;;;;;/upload/main/dde/osp754rl0qlc5557miuchky5m1qrjnni.jpg;green;;;
1205;Комплект с юбкой из перфорированного трикотажа - Лаванда, 40-46;1205;Y;;;;;text;;;text;;500;;1203;BC002312;;;;;/upload/main/dde/osp754rl0qlc5557miuchky5m1qrjnni.jpg;green;;;
1206;Комплект с юбкой из перфорированного трикотажа - Черный, 40-46;1206;Y;;;;;text;;;text;;500;;1203;BC002312;;;;;/upload/main/dde/osp754rl0qlc5557miuchky5m1qrjnni.jpg;green;;;
1207;Комплект с юбкой из перфорированного трикотажа - Зеленый, 40-46;1207;Y;;;;;text;;;text;;500;;1203;BC002312;;;;;/upload/main/dde/osp754rl0qlc5557miuchky5m1qrjnni.jpg;green;;;
1209;Комплект шорты и футболка - Песок, 42-46;1209;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1210;Комплект шорты и футболка - Молочный, 42-46;1210;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1211;Комплект шорты и футболка - Зеленый, 42-46;1211;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1212;Комплект шорты и футболка - Желтый, 42-46;1212;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1213;Комплект шорты и футболка - Свет.серый, 42-46;1213;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1214;Комплект шорты и футболка - Розовый, 42-46;1214;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1215;Комплект шорты и футболка - Голубой, 42-46;1215;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1216;Комплект шорты и футболка - Черный, 42-46;1216;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1217;Комплект шорты и футболка - Серый с жёлтым, 42-46;1217;Y;;;;;text;;;text;;500;;1208;BC002308а;;;;;/upload/main/867/hyld5unlnbacc44oabdrn8ad6k7pqi5t.jpg;green;;;
1219;Комплект юбочный вязаный из хлопка Rita - Молочный, 40-46;1219;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1220;Комплект юбочный вязаный из хлопка Rita - Песок, 40-46;1220;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1221;Комплект юбочный вязаный из хлопка Rita - Голубой, 40-46;1221;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1222;Комплект юбочный вязаный из хлопка Rita - Белый, 40-46;1222;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1223;Комплект юбочный вязаный из хлопка Rita - Фуксия, 40-46;1223;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1224;Комплект юбочный вязаный из хлопка Rita - Бабл - Гам, 40-46;1224;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1225;Комплект юбочный вязаный из хлопка Rita - Желтый, 40-46;1225;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1226;Комплект юбочный вязаный из хлопка Rita - Серый, 40-46;1226;Y;;;;;text;;;text;;500;;1218;BC002304b;;;;;/upload/main/63c/nj0y55e366b2g8su8b6qyybfpg0gk6cv.jpg;green;;;
1228;Комплект юбочный рисовой вязкой - 40-46, Песок;1228;Y;;;;;text;;;text;;500;;1227;BC002351b;;;;;/upload/main/2ce/qsh65bmvcxovuk0k7fq4204a6p5n5p23.jpg;green;;;
1229;Комплект юбочный рисовой вязкой - 40-46, Серый;1229;Y;;;;;text;;;text;;500;;1227;BC002351b;;;;;/upload/main/2ce/qsh65bmvcxovuk0k7fq4204a6p5n5p23.jpg;green;;;
1230;Комплект юбочный рисовой вязкой - 40-46, Белый;1230;Y;;;;;text;;;text;;500;;1227;BC002351b;;;;;/upload/main/2ce/qsh65bmvcxovuk0k7fq4204a6p5n5p23.jpg;green;;;
1232;Косынка вязаная мериносовая - Хаки, 140/70/70;1232;Y;;;;;text;;;text;;500;;1231;BC002378;;;;;/upload/main/e93/v967fza4r7wi6ow3jpxqnpfgjj7tyi5t.jpg;green;;;
1233;Косынка вязаная мериносовая - Молочный, 140/70/70;1233;Y;;;;;text;;;text;;500;;1231;BC002378;;;;;/upload/main/e93/v967fza4r7wi6ow3jpxqnpfgjj7tyi5t.jpg;green;;;
1234;Косынка вязаная мериносовая - Песок, 140/70/70;1234;Y;;;;;text;;;text;;500;;1231;BC002378;;;;;/upload/main/e93/v967fza4r7wi6ow3jpxqnpfgjj7tyi5t.jpg;green;;;
1235;Косынка вязаная мериносовая - Синий, 140/70/70;1235;Y;;;;;text;;;text;;500;;1231;BC002378;;;;;/upload/main/e93/v967fza4r7wi6ow3jpxqnpfgjj7tyi5t.jpg;green;;;
1236;Косынка вязаная мериносовая - Фиолетовый, 140/70/70;1236;Y;;;;;text;;;text;;500;;1231;BC002378;;;;;/upload/main/e93/v967fza4r7wi6ow3jpxqnpfgjj7tyi5t.jpg;green;;;
1238;Кроп-топ вязаный  из хлопка - 40-46, Хаки;1238;Y;;;;;text;;;text;;500;;1237;BC002330;;;;;/upload/main/f0f/75rlmjmq95gzvmqi81mc7fgmhksfn262.jpg;green;;;
1239;Кроп-топ вязаный  из хлопка - 40-46, Белый;1239;Y;;;;;text;;;text;;500;;1237;BC002330;;;;;/upload/main/f0f/75rlmjmq95gzvmqi81mc7fgmhksfn262.jpg;green;;;
1240;Кроп-топ вязаный  из хлопка - 40-46, Голубой;1240;Y;;;;;text;;;text;;500;;1237;BC002330;;;;;/upload/main/f0f/75rlmjmq95gzvmqi81mc7fgmhksfn262.jpg;green;;;
1241;Кроп-топ вязаный  из хлопка - 40-46, Молочный;1241;Y;;;;;text;;;text;;500;;1237;BC002330;;;;;/upload/main/f0f/75rlmjmq95gzvmqi81mc7fgmhksfn262.jpg;green;;;
1242;Кроп-топ вязаный  из хлопка - 40-46, Песок;1242;Y;;;;;text;;;text;;500;;1237;BC002330;;;;;/upload/main/f0f/75rlmjmq95gzvmqi81mc7fgmhksfn262.jpg;green;;;
1243;Кроп-топ вязаный  из хлопка - 40-46, Желтый;1243;Y;;;;;text;;;text;;500;;1237;BC002330;;;;;/upload/main/f0f/75rlmjmq95gzvmqi81mc7fgmhksfn262.jpg;green;;;
1244;Кроп-топ вязаный  из хлопка - 40-46, Фуксия;1244;Y;;;;;text;;;text;;500;;1237;BC002330;;;;;/upload/main/f0f/75rlmjmq95gzvmqi81mc7fgmhksfn262.jpg;green;;;
1246;Носки вязаные из хлопка - Белый, 36-41;1246;Y;;;;;text;;;text;;500;;1245;BC002407;;;;;/upload/iblock/599/20y0gfly3p8zi71va34akm70l4guqrya.jpg;green;;;
1248;Панама шерстяная - Трава, 54-58 см;1248;Y;;;;;text;;;text;;500;;1247;BC002441;;;;;/upload/main/fc8/uaoucdoyo1any9s332n28zdmvdxjmvro.jpg;green;;;
1249;Панама шерстяная - Горчица, 54-58 см;1249;Y;;;;;text;;;text;;500;;1247;BC002441;;;;;/upload/main/fc8/uaoucdoyo1any9s332n28zdmvdxjmvro.jpg;green;;;
1250;Панама шерстяная - Черный, 54-58 см;1250;Y;;;;;text;;;text;;500;;1247;BC002441;;;;;/upload/main/fc8/uaoucdoyo1any9s332n28zdmvdxjmvro.jpg;green;;;
1251;Панама шерстяная - Белый, 54-58 см;1251;Y;;;;;text;;;text;;500;;1247;BC002441;;;;;/upload/main/fc8/uaoucdoyo1any9s332n28zdmvdxjmvro.jpg;green;;;
1253;Платье в стиле color block - 40-48;1253;Y;;;;;text;;;text;;500;;1252;BC002400;;;;;/upload/main/ec1/10xg8jjlah2w6ubv2q8a583zmtlspi9d.jpg;green;;;
1255;Платье вязаное Polo - Молочный, 46-48;1255;Y;;;;;text;;;text;;500;;1254;bc002341;;;;;/upload/main/29c/rfvy1yilsoleaqf5wy6escf1fv7t9sbf.jpg;green;;;
1256;Платье вязаное Polo - Голубой, 46-48;1256;Y;;;;;text;;;text;;500;;1254;bc002341;;;;;/upload/main/29c/rfvy1yilsoleaqf5wy6escf1fv7t9sbf.jpg;green;;;
1257;Платье вязаное Polo - Красный, 46-48;1257;Y;;;;;text;;;text;;500;;1254;bc002341;;;;;/upload/main/29c/rfvy1yilsoleaqf5wy6escf1fv7t9sbf.jpg;green;;;
1258;Платье вязаное Polo - Песок, 46-48;1258;Y;;;;;text;;;text;;500;;1254;bc002341;;;;;/upload/main/29c/rfvy1yilsoleaqf5wy6escf1fv7t9sbf.jpg;green;;;
1259;Платье вязаное Polo - Лазурный, 46-48;1259;Y;;;;;text;;;text;;500;;1254;bc002341;;;;;/upload/main/29c/rfvy1yilsoleaqf5wy6escf1fv7t9sbf.jpg;green;;;
1260;Платье вязаное Polo - Хаки, 46-48;1260;Y;;;;;text;;;text;;500;;1254;bc002341;;;;;/upload/main/29c/rfvy1yilsoleaqf5wy6escf1fv7t9sbf.jpg;green;;;
1261;Платье вязаное Polo - Серсрозовым, 46-48;1261;Y;;;;;text;;;text;;500;;1254;bc002341;;;;;/upload/main/29c/rfvy1yilsoleaqf5wy6escf1fv7t9sbf.jpg;green;;;
1262;Платье вязаное POLO - Молсзеленым, 40-44;1262;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
1263;Платье вязаное POLO - Серсрозовым, 40-44;1263;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
1264;Платье вязаное POLO - Хаки, 40-44;1264;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
1265;Платье вязаное POLO - Голубой, 40-44;1265;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
1266;Платье вязаное POLO - Красный, 40-44;1266;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
1267;Платье вязаное POLO - Молочный, 40-44;1267;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
1268;Платье вязаное POLO - Песок, 40-44;1268;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
1269;Платье вязаное POLO - Лазурный, 40-44;1269;Y;;;;;text;;;text;;500;;;BC002453;;;;;/upload/main/d5c/9zfl4c8i7wq30qpo1xwd1s2tlno88kie.jpg;green;;;
